University_Name,Year,Tution_Fee,Controlofinstitution,State
D'Youville College,2015,22820,Private,New York
Earlham College,2011,36694,Private,Indiana
Earlham College,2012,38284,Private,Indiana
Earlham College,2013,40020,Private,Indiana
Earlham College,2014,41450,Private,Indiana
Earlham College,2015,41405,Private,Indiana
East Carolina University,2011,4797,Public,North Carolina
East Carolina University,2012,5364,Public,North Carolina
East Carolina University,2013,5869,Public,North Carolina
East Carolina University,2014,6143,Public,North Carolina
East Carolina University,2015,6550,Public,North Carolina
East Central University,2011,4482,Public,Oklahoma
East Central University,2012,4703,Public,Oklahoma
East Central University,2013,4957,Public,Oklahoma
East Central University,2014,5241,Public,Oklahoma
East Central University,2015,4957,Public,Oklahoma
East Stroudsburg University of Pennsylvania,2011,7778,Public,Pennsylvania
East Stroudsburg University of Pennsylvania,2012,8351,Public,Pennsylvania
East Stroudsburg University of Pennsylvania,2013,8758,Public,Pennsylvania
East Stroudsburg University of Pennsylvania,2014,8991,Public,Pennsylvania
East Stroudsburg University of Pennsylvania,2015,9376,Public,Pennsylvania
East Tennessee State University,2011,5823,Public,Tennessee
East Tennessee State University,2012,6271,Public,Tennessee
East Tennessee State University,2013,6715,Public,Tennessee
East Tennessee State University,2014,7249,Public,Tennessee
East Tennessee State University,2015,7985,Public,Tennessee
East Texas Baptist University,2011,19550,Private,Texas
East Texas Baptist University,2012,20500,Private,Texas
East Texas Baptist University,2013,21530,Private,Texas
East Texas Baptist University,2014,22590,Private,Texas
East Texas Baptist University,2015,24218,Private,Texas
Eastern Connecticut State University,2011,8350,Public,Connecticut
Eastern Connecticut State University,2012,8555,Public,Connecticut
Eastern Connecticut State University,2013,8911,Public,Connecticut
Eastern Connecticut State University,2014,9376,Public,Connecticut
Eastern Connecticut State University,2015,9376,Public,Connecticut
Eastern Illinois University,2011,9987,Public,Illinois
Eastern Illinois University,2012,10534,Public,Illinois
Eastern Illinois University,2013,10930,Public,Illinois
Eastern Illinois University,2014,11144,Public,Illinois
Eastern Illinois University,2015,10930,Public,Illinois
Eastern Kentucky University,2011,7084,Public,Kentucky
Eastern Kentucky University,2012,6960,Public,Kentucky
Eastern Kentucky University,2013,7320,Public,Kentucky
Eastern Kentucky University,2014,7536,Public,Kentucky
Eastern Kentucky University,2015,7320,Public,Kentucky
Eastern Mennonite University,2011,25200,Private,Virginia
Eastern Mennonite University,2012,26400,Private,Virginia
Eastern Mennonite University,2013,27970,Private,Virginia
Eastern Mennonite University,2014,29350,Private,Virginia
Eastern Mennonite University,2015,29350,Private,Virginia
Eastern Michigan University,2011,8378,Public,Michigan
Eastern Michigan University,2012,8684,Public,Michigan
Eastern Michigan University,2013,9026,Public,Michigan
Eastern Michigan University,2014,9364,Public,Michigan
Eastern Michigan University,2015,10200,Public,Michigan
Eastern Nazarene College,2011,23772,Private,Massachusetts
Eastern Nazarene College,2012,25300,Private,Massachusetts
Eastern Nazarene College,2013,26884,Private,Massachusetts
Eastern Nazarene College,2014,27922,Private,Massachusetts
Eastern Nazarene College,2015,26533,Private,Massachusetts
Eastern New Mexico University-Main Campus,2011,3900,Public,New Mexico
Eastern New Mexico University-Main Campus,2012,4147,Public,New Mexico
Eastern New Mexico University-Main Campus,2013,4350,Public,New Mexico
Eastern New Mexico University-Main Campus,2014,4558,Public,New Mexico
Eastern New Mexico University-Main Campus,2015,4995,Public,New Mexico
Eastern Oregon University,2011,6639,Public,Oregon
Eastern Oregon University,2012,7046,Public,Oregon
Eastern Oregon University,2013,7238,Public,Oregon
Eastern Oregon University,2014,7530,Public,Oregon
Eastern Oregon University,2015,7845,Public,Oregon
Eastern University,2011,24600,Private,Pennsylvania
Eastern University,2012,25850,Private,Pennsylvania
Eastern University,2013,27174,Private,Pennsylvania
Eastern University,2014,28090,Private,Pennsylvania
Eastern University,2015,26598,Private,Pennsylvania
Eastern Washington University,2011,6605,Public,Washington
Eastern Washington University,2012,7240,Public,Washington
Eastern Washington University,2013,7933,Public,Washington
Eastern Washington University,2014,7961,Public,Washington
Eastern Washington University,2015,7658,Public,Washington
East-West University,2011,15750,Private,Illinois
East-West University,2012,16650,Private,Illinois
East-West University,2013,17595,Private,Illinois
East-West University,2014,18795,Private,Illinois
East-West University,2015,19885,Private,Illinois
Eckerd College,2011,33228,Private,Florida
Eckerd College,2012,34546,Private,Florida
Eckerd College,2013,35926,Private,Florida
Eckerd College,2014,37362,Private,Florida
Eckerd College,2015,40223,Private,Florida
Edgewood College,2011,21988,Private,Wisconsin
Edgewood College,2012,22850,Private,Wisconsin
Edgewood College,2013,23740,Private,Wisconsin
Edgewood College,2014,24666,Private,Wisconsin
Edgewood College,2015,26550,Private,Wisconsin
Edinboro University of Pennsylvania,2011,7730,Public,Pennsylvania
Edinboro University of Pennsylvania,2012,8360,Public,Pennsylvania
Edinboro University of Pennsylvania,2013,8578,Public,Pennsylvania
Edinboro University of Pennsylvania,2014,8849,Public,Pennsylvania
Edinboro University of Pennsylvania,2015,9256,Public,Pennsylvania
Edward Waters College,2011,10470,Private,Florida
Edward Waters College,2012,10994,Private,Florida
Edward Waters College,2013,11358,Private,Florida
Edward Waters College,2014,11525,Private,Florida
Edward Waters College,2015,12000,Private,Florida
Elizabeth City State University,2011,3640,Public,North Carolina
Elizabeth City State University,2012,3814,Public,North Carolina
Elizabeth City State University,2013,4150,Public,North Carolina
Elizabeth City State University,2014,4429,Public,North Carolina
Elizabeth City State University,2015,4497,Public,North Carolina
Elizabethtown College,2011,33250,Private,Pennsylvania
Elizabethtown College,2012,34830,Private,Pennsylvania
Elizabethtown College,2013,36550,Private,Pennsylvania
Elizabethtown College,2014,38200,Private,Pennsylvania
Elizabethtown College,2015,41710,Private,Pennsylvania
Elmhurst College,2011,28660,Private,Illinois
Elmhurst College,2012,30054,Private,Illinois
Elmhurst College,2013,31650,Private,Illinois
Elmhurst College,2014,32920,Private,Illinois
Elmhurst College,2015,34450,Private,Illinois
Elmira College,2011,35900,Private,New York
Elmira College,2012,36950,Private,New York
Elmira College,2013,38150,Private,New York
Elmira College,2014,38150,Private,New York
Elmira College,2015,39950,Private,New York
Elon University,2011,26827,Private,North Carolina
Elon University,2012,27881,Private,North Carolina
Elon University,2013,28980,Private,North Carolina
Elon University,2014,30149,Private,North Carolina
Elon University,2015,32172,Private,North Carolina
Embry-Riddle Aeronautical University-Daytona Beach,2011,29728,Private,Florida
Embry-Riddle Aeronautical University-Daytona Beach,2012,29852,Private,Florida
Embry-Riddle Aeronautical University-Daytona Beach,2013,30720,Private,Florida
Embry-Riddle Aeronautical University-Daytona Beach,2014,31334,Private,Florida
Embry-Riddle Aeronautical University-Daytona Beach,2015,33218,Private,Florida
Embry-Riddle Aeronautical University-Prescott,2011,29428,Private,Arizona
Embry-Riddle Aeronautical University-Prescott,2012,29552,Private,Arizona
Embry-Riddle Aeronautical University-Prescott,2013,30420,Private,Arizona
Embry-Riddle Aeronautical University-Prescott,2014,31034,Private,Arizona
Embry-Riddle Aeronautical University-Prescott,2015,33144,Private,Arizona
Emerson College,2011,31422,Private,Massachusetts
Emerson College,2012,32728,Private,Massachusetts
Emerson College,2013,34198,Private,Massachusetts
Emerson College,2014,35730,Private,Massachusetts
Emerson College,2015,39036,Private,Massachusetts
Emmanuel College,2011,13520,Private,Georgia
Emmanuel College,2012,14550,Private,Georgia
Emmanuel College,2013,15700,Private,Georgia
Emmanuel College,2014,16800,Private,Georgia
Emmanuel College,2015,18870,Private,Georgia
Emmanuel College,2011,30765,Private,Massachusetts
Emmanuel College,2012,32300,Private,Massachusetts
Emmanuel College,2013,33650,Private,Massachusetts
Emmanuel College,2014,34670,Private,Massachusetts
Emmanuel College,2015,36504,Private,Massachusetts
Emory & Henry College,2011,26000,Private,Virginia
Emory & Henry College,2012,27040,Private,Virginia
Emory & Henry College,2013,28122,Private,Virginia
Emory & Henry College,2014,28966,Private,Virginia
Emory & Henry College,2015,28955,Private,Virginia
Emory University,2011,39158,Private,Georgia
Emory University,2012,41164,Private,Georgia
Emory University,2013,42980,Private,Georgia
Emory University,2014,44008,Private,Georgia
Emory University,2015,46314,Private,Georgia
Emporia State University,2011,4636,Public,Kansas
Emporia State University,2012,4952,Public,Kansas
Emporia State University,2013,5272,Public,Kansas
Emporia State University,2014,5614,Public,Kansas
Emporia State University,2015,5746,Public,Kansas
Endicott College,2011,26248,Private,Massachusetts
Endicott College,2012,27130,Private,Massachusetts
Endicott College,2013,28166,Private,Massachusetts
Endicott College,2014,28926,Private,Massachusetts
Endicott College,2015,30492,Private,Massachusetts
Erskine College,2011,26775,Private,South Carolina
Erskine College,2012,28460,Private,South Carolina
Erskine College,2013,29790,Private,South Carolina
Erskine College,2014,31580,Private,South Carolina
Erskine College,2015,33315,Private,South Carolina
Eureka College,2011,18045,Private,Illinois
Eureka College,2012,18750,Private,Illinois
Eureka College,2013,19480,Private,Illinois
Eureka College,2014,20060,Private,Illinois
Eureka College,2015,20510,Private,Illinois
Evangel University,2011,16990,Private,Missouri
Evangel University,2012,18000,Private,Missouri
Evangel University,2013,19050,Private,Missouri
Evangel University,2014,20040,Private,Missouri
Evangel University,2015,21316,Private,Missouri
Everglades University,2011,13720,Private,Florida
Everglades University,2012,14320,Private,Florida
Everglades University,2013,14800,Private,Florida
Everglades University,2014,15400,Private,Florida
Everglades University,2015,16000,Private,Florida
Fairfield University,2011,39040,Private,Connecticut
Fairfield University,2012,40580,Private,Connecticut
Fairfield University,2013,41690,Private,Connecticut
Fairfield University,2014,42920,Private,Connecticut
Fairfield University,2015,44875,Private,Connecticut
Fairleigh Dickinson University-College at Florham,2011,33410,Private,New Jersey
Fairleigh Dickinson University-College at Florham,2012,35002,Private,New Jersey
Fairleigh Dickinson University-College at Florham,2013,36352,Private,New Jersey
Fairleigh Dickinson University-College at Florham,2014,37348,Private,New Jersey
Fairleigh Dickinson University-College at Florham,2015,35880,Private,New Jersey
Fairleigh Dickinson University-Metropolitan Campus,2011,31060,Private,New Jersey
Fairleigh Dickinson University-Metropolitan Campus,2012,32538,Private,New Jersey
Fairleigh Dickinson University-Metropolitan Campus,2013,33792,Private,New Jersey
Fairleigh Dickinson University-Metropolitan Campus,2014,34882,Private,New Jersey
Fairleigh Dickinson University-Metropolitan Campus,2015,35952,Private,New Jersey
Fairmont State University,2011,5172,Public,West Virginia
Fairmont State University,2012,5326,Public,West Virginia
Fairmont State University,2013,5326,Public,West Virginia
Fairmont State University,2014,5824,Public,West Virginia
Fairmont State University,2015,6306,Public,West Virginia
Farmingdale State College,2011,6093,Public,New York
Farmingdale State College,2012,6444,Public,New York
Farmingdale State College,2013,6793,Public,New York
Farmingdale State College,2014,7125,Public,New York
Farmingdale State College,2015,7808,Public,New York
Fashion Institute of Technology,2011,4164,Public,New York
Fashion Institute of Technology,2012,4459,Public,New York
Fashion Institute of Technology,2013,4790,Public,New York
Fashion Institute of Technology,2014,5105,Public,New York
Fashion Institute of Technology,2015,6870,Public,New York
Faulkner University,2011,14810,Private,Alabama
Faulkner University,2012,15880,Private,Alabama
Faulkner University,2013,17380,Private,Alabama
Faulkner University,2014,18230,Private,Alabama
Faulkner University,2015,19250,Private,Alabama
Fayetteville State University,2011,3476,Public,North Carolina
Fayetteville State University,2012,4109,Public,North Carolina
Fayetteville State University,2013,4324,Public,North Carolina
Fayetteville State University,2014,4605,Public,North Carolina
Fayetteville State University,2015,5265,Public,North Carolina
Felician College,2011,26425,Private,New Jersey
Felician College,2012,28080,Private,New Jersey
Felician College,2013,29400,Private,New Jersey
Felician College,2014,29990,Private,New Jersey
Felician College,2015,30615,Private,New Jersey
Ferris State University,2011,9930,Public,Michigan
Ferris State University,2012,9934,Public,Michigan
Ferris State University,2013,10354,Public,Michigan
Ferris State University,2014,10466,Public,Michigan
Ferris State University,2015,10970,Public,Michigan
Ferrum College,2011,24945,Private,Virginia
Ferrum College,2012,26375,Private,Virginia
Ferrum College,2013,27425,Private,Virginia
Ferrum College,2014,28585,Private,Virginia
Ferrum College,2015,30835,Private,Virginia
Finlandia University,2011,18974,Private,Michigan
Finlandia University,2012,19898,Private,Michigan
Finlandia University,2013,20480,Private,Michigan
Finlandia University,2014,20480,Private,Michigan
Finlandia University,2015,21480,Private,Michigan
Fisher College,2011,24600,Private,Massachusetts
Fisher College,2012,25778,Private,Massachusetts
Fisher College,2013,26775,Private,Massachusetts
Fisher College,2014,27575,Private,Massachusetts
Fisher College,2015,28942,Private,Massachusetts
Fisk University,2011,18358,Private,Tennessee
Fisk University,2012,19462,Private,Tennessee
Fisk University,2013,20002,Private,Tennessee
Fisk University,2014,20449,Private,Tennessee
Fisk University,2015,20858,Private,Tennessee
Fitchburg State University,2011,7800,Public,Massachusetts
Fitchburg State University,2012,8300,Public,Massachusetts
Fitchburg State University,2013,8710,Public,Massachusetts
Fitchburg State University,2014,8985,Public,Massachusetts
Fitchburg State University,2015,9260,Public,Massachusetts
Flagler College-St Augustine,2011,13860,Private,Florida
Flagler College-St Augustine,2012,14510,Private,Florida
Flagler College-St Augustine,2013,15340,Private,Florida
Flagler College-St Augustine,2014,16180,Private,Florida
Flagler College-St Augustine,2015,16830,Private,Florida
Florida Agricultural and Mechanical University,2011,4635,Public,Florida
Florida Agricultural and Mechanical University,2012,5187,Public,Florida
Florida Agricultural and Mechanical University,2013,5785,Public,Florida
Florida Agricultural and Mechanical University,2014,5785,Public,Florida
Florida Agricultural and Mechanical University,2015,5784,Public,Florida
Florida Atlantic University,2011,3835,Public,Florida
Florida Atlantic University,2012,4264,Public,Florida
Florida Atlantic University,2013,4789,Public,Florida
Florida Atlantic University,2014,4790,Public,Florida
Florida Atlantic University,2015,6039,Public,Florida
Florida College,2011,12350,Private,Florida
Florida College,2012,13180,Private,Florida
Florida College,2013,13820,Private,Florida
Florida College,2014,14490,Private,Florida
Florida College,2015,16074,Private,Florida
Florida Gulf Coast University,2011,4991,Public,Florida
Florida Gulf Coast University,2012,5532,Public,Florida
Florida Gulf Coast University,2013,6068,Public,Florida
Florida Gulf Coast University,2014,6118,Public,Florida
Florida Gulf Coast University,2015,6118,Public,Florida
Florida Institute of Technology,2011,32294,Private,Florida
Florida Institute of Technology,2012,34990,Private,Florida
Florida Institute of Technology,2013,36020,Private,Florida
Florida Institute of Technology,2014,36020,Private,Florida
Florida Institute of Technology,2015,39290,Private,Florida
Florida International University,2011,5102,Public,Florida
Florida International University,2012,5678,Public,Florida
Florida International University,2013,6417,Public,Florida
Florida International University,2014,6496,Public,Florida
Florida International University,2015,6496,Public,Florida
Florida Memorial University,2011,14024,Private,Florida
Florida Memorial University,2012,14604,Private,Florida
Florida Memorial University,2013,15000,Private,Florida
Florida Memorial University,2014,14776,Private,Florida
Florida Memorial University,2015,14776,Private,Florida
Florida Southern College,2011,24662,Private,Florida
Florida Southern College,2012,26112,Private,Florida
Florida Southern College,2013,27200,Private,Florida
Florida Southern College,2014,28580,Private,Florida
Florida Southern College,2015,31460,Private,Florida
Florida State University,2011,5238,Public,Florida
Florida State University,2012,5826,Public,Florida
Florida State University,2013,6402,Public,Florida
Florida State University,2014,6507,Public,Florida
Florida State University,2015,6507,Public,Florida
Fontbonne University,2011,20380,Private,Missouri
Fontbonne University,2012,21220,Private,Missouri
Fontbonne University,2013,21220,Private,Missouri
Fontbonne University,2014,22684,Private,Missouri
Fontbonne University,2015,23790,Private,Missouri
Fordham University,2011,38602,Private,New York
Fordham University,2012,40292,Private,New York
Fordham University,2013,42057,Private,New York
Fordham University,2014,43902,Private,New York
Fordham University,2015,45623,Private,New York
Fort Hays State University,2011,3942,Public,Kansas
Fort Hays State University,2012,4082,Public,Kansas
Fort Hays State University,2013,4320,Public,Kansas
Fort Hays State University,2014,4358,Public,Kansas
Fort Hays State University,2015,4469,Public,Kansas
Fort Lewis College,2011,4924,Public,Colorado
Fort Lewis College,2012,5592,Public,Colorado
Fort Lewis College,2013,6462,Public,Colorado
Fort Lewis College,2014,6923,Public,Colorado
Fort Lewis College,2015,7600,Public,Colorado
Fort Valley State University,2011,5562,Public,Georgia
Fort Valley State University,2012,6030,Public,Georgia
Fort Valley State University,2013,6180,Public,Georgia
Fort Valley State University,2014,6438,Public,Georgia
Fort Valley State University,2015,6448,Public,Georgia
Framingham State University,2011,7065,Public,Massachusetts
Framingham State University,2012,7580,Public,Massachusetts
Framingham State University,2013,8080,Public,Massachusetts
Framingham State University,2014,8080,Public,Massachusetts
Framingham State University,2015,8320,Public,Massachusetts
Francis Marion University,2011,8480,Public,South Carolina
Francis Marion University,2012,8802,Public,South Carolina
Francis Marion University,2013,9066,Public,South Carolina
Francis Marion University,2014,9386,Public,South Carolina
Francis Marion University,2015,9738,Public,South Carolina
Franciscan University of Steubenville,2011,20320,Private,Ohio
Franciscan University of Steubenville,2012,21220,Private,Ohio
Franciscan University of Steubenville,2013,22180,Private,Ohio
Franciscan University of Steubenville,2014,23160,Private,Ohio
Franciscan University of Steubenville,2015,24780,Private,Ohio
Franklin and Marshall College,2011,41140,Private,Pennsylvania
Franklin and Marshall College,2012,42610,Private,Pennsylvania
Franklin and Marshall College,2013,44360,Private,Pennsylvania
Franklin and Marshall College,2014,46285,Private,Pennsylvania
Franklin and Marshall College,2015,50400,Private,Pennsylvania
Franklin College,2011,24655,Private,Indiana
Franklin College,2012,25865,Private,Indiana
Franklin College,2013,26895,Private,Indiana
Franklin College,2014,27695,Private,Indiana
Franklin College,2015,29025,Private,Indiana
Franklin Pierce University,2011,28800,Private,New Hampshire
Franklin Pierce University,2012,29450,Private,New Hampshire
Franklin Pierce University,2013,29950,Private,New Hampshire
Franklin Pierce University,2014,31000,Private,New Hampshire
Franklin Pierce University,2015,31782,Private,New Hampshire
Freed-Hardeman University,2011,15922,Private,Tennessee
Freed-Hardeman University,2012,17081,Private,Tennessee
Freed-Hardeman University,2013,20468,Private,Tennessee
Freed-Hardeman University,2014,20468,Private,Tennessee
Freed-Hardeman University,2015,21500,Private,Tennessee
Fresno Pacific University,2011,23904,Private,California
Fresno Pacific University,2012,24790,Private,California
Fresno Pacific University,2013,25336,Private,California
Fresno Pacific University,2014,25716,Private,California
Fresno Pacific University,2015,27854,Private,California
Friends University,2011,20040,Private,Kansas
Friends University,2012,21030,Private,Kansas
Friends University,2013,22500,Private,Kansas
Friends University,2014,23430,Private,Kansas
Friends University,2015,24630,Private,Kansas
Frostburg State University,2011,6904,Public,Maryland
Frostburg State University,2012,7128,Public,Maryland
Frostburg State University,2013,7436,Public,Maryland
Frostburg State University,2014,7728,Public,Maryland
Frostburg State University,2015,8488,Public,Maryland
Furman University,2011,38088,Private,South Carolina
Furman University,2012,39560,Private,South Carolina
Furman University,2013,41532,Private,South Carolina
Furman University,2014,43164,Private,South Carolina
Furman University,2015,46012,Private,South Carolina
Gallaudet University,2011,11226,Private,District of Columbia
Gallaudet University,2012,11986,Private,District of Columbia
Gallaudet University,2013,12806,Private,District of Columbia
Gallaudet University,2014,13800,Private,District of Columbia
Gallaudet University,2015,15604,Private,District of Columbia
Gannon University,2011,24582,Private,Pennsylvania
Gannon University,2012,25522,Private,Pennsylvania
Gannon University,2013,26526,Private,Pennsylvania
Gannon University,2014,27546,Private,Pennsylvania
Gannon University,2015,29258,Private,Pennsylvania
Gardner-Webb University,2011,22410,Private,North Carolina
Gardner-Webb University,2012,23510,Private,North Carolina
Gardner-Webb University,2013,24450,Private,North Carolina
Gardner-Webb University,2014,25830,Private,North Carolina
Gardner-Webb University,2015,28280,Private,North Carolina
Geneva College,2011,22236,Private,Pennsylvania
Geneva College,2012,23330,Private,Pennsylvania
Geneva College,2013,24480,Private,Pennsylvania
Geneva College,2014,25220,Private,Pennsylvania
Geneva College,2015,25450,Private,Pennsylvania
George Fox University,2011,27970,Private,Oregon
George Fox University,2012,29380,Private,Oregon
George Fox University,2013,30230,Private,Oregon
George Fox University,2014,31120,Private,Oregon
George Fox University,2015,31866,Private,Oregon
George Mason University,2011,8684,Public,Virginia
George Mason University,2012,9266,Public,Virginia
George Mason University,2013,9620,Public,Virginia
George Mason University,2014,9908,Public,Virginia
George Mason University,2015,10952,Public,Virginia
George Washington University,2011,42905,Private,District of Columbia
George Washington University,2012,44148,Private,District of Columbia
George Washington University,2013,45780,Private,District of Columbia
George Washington University,2014,47343,Private,District of Columbia
George Washington University,2015,50435,Private,District of Columbia
Georgetown College,2011,27640,Private,Kentucky
Georgetown College,2012,29300,Private,Kentucky
Georgetown College,2013,30770,Private,Kentucky
Georgetown College,2014,32310,Private,Kentucky
Georgetown College,2015,34280,Private,Kentucky
Georgetown University,2011,40203,Private,District of Columbia
Georgetown University,2012,41393,Private,District of Columbia
Georgetown University,2013,42870,Private,District of Columbia
Georgetown University,2014,44805,Private,District of Columbia
Georgetown University,2015,48611,Private,District of Columbia
Georgia College and State University,2011,7852,Public,Georgia
Georgia College and State University,2012,8344,Public,Georgia
Georgia College and State University,2013,8618,Public,Georgia
Georgia College and State University,2014,8790,Public,Georgia
Georgia College and State University,2015,9170,Public,Georgia
Georgia Gwinnett College,2011,4330,Public,Georgia
Georgia Gwinnett College,2012,5290,Public,Georgia
Georgia Gwinnett College,2013,5082,Public,Georgia
Georgia Gwinnett College,2014,5246,Public,Georgia
Georgia Gwinnett College,2015,5648,Public,Georgia
Georgia Institute of Technology-Main Campus,2011,8716,Public,Georgia
Georgia Institute of Technology-Main Campus,2012,9652,Public,Georgia
Georgia Institute of Technology-Main Campus,2013,10098,Public,Georgia
Georgia Institute of Technology-Main Campus,2014,10650,Public,Georgia
Georgia Institute of Technology-Main Campus,2015,12204,Public,Georgia
Georgia Southern University,2011,5340,Public,Georgia
Georgia Southern University,2012,5659,Public,Georgia
Georgia Southern University,2013,5754,Public,Georgia
Georgia Southern University,2014,6071,Public,Georgia
Georgia Southern University,2015,7318,Public,Georgia
Georgia Southwestern State University,2011,4454,Public,Georgia
Georgia Southwestern State University,2012,4786,Public,Georgia
Georgia Southwestern State University,2013,4914,Public,Georgia
Georgia Southwestern State University,2014,5035,Public,Georgia
Georgia Southwestern State University,2015,6234,Public,Georgia
Georgia State University,2011,8698,Public,Georgia
Georgia State University,2012,9410,Public,Georgia
Georgia State University,2013,8157,Public,Georgia
Georgia State University,2014,8368,Public,Georgia
Georgia State University,2015,10686,Public,Georgia
Georgian Court University,2011,26176,Private,New Jersey
Georgian Court University,2012,27984,Private,New Jersey
Georgian Court University,2013,28040,Private,New Jersey
Georgian Court University,2014,29606,Private,New Jersey
Georgian Court University,2015,31618,Private,New Jersey
Gettysburg College,2011,41070,Private,Pennsylvania
Gettysburg College,2012,42610,Private,Pennsylvania
Gettysburg College,2013,44210,Private,Pennsylvania
Gettysburg College,2014,45870,Private,Pennsylvania
Gettysburg College,2015,49140,Private,Pennsylvania
Glenville State College,2011,4888,Public,West Virginia
Glenville State College,2012,5352,Public,West Virginia
Glenville State College,2013,5860,Public,West Virginia
Glenville State College,2014,6384,Public,West Virginia
Glenville State College,2015,7032,Public,West Virginia
Goddard College,2011,13022,Private,Vermont
Goddard College,2012,13670,Private,Vermont
Goddard College,2013,14218,Private,Vermont
Goddard College,2014,14930,Private,Vermont
Goddard College,2015,14930,Private,Vermont
Golden Gate University-San Francisco,2011,13860,Private,California
Golden Gate University-San Francisco,2012,13877,Private,California
Golden Gate University-San Francisco,2013,14160,Private,California
Golden Gate University-San Francisco,2014,14400,Private,California
Golden Gate University-San Francisco,2015,14640,Private,California
Gonzaga University,2011,30925,Private,Washington
Gonzaga University,2012,32222,Private,Washington
Gonzaga University,2013,33652,Private,Washington
Gonzaga University,2014,35062,Private,Washington
Gonzaga University,2015,37990,Private,Washington
Gordon College,2011,29458,Private,Massachusetts
Gordon College,2012,30626,Private,Massachusetts
Gordon College,2013,32100,Private,Massachusetts
Gordon College,2014,33230,Private,Massachusetts
Gordon College,2015,35386,Private,Massachusetts
Goshen College,2011,24500,Private,Indiana
Goshen College,2012,25700,Private,Indiana
Goshen College,2013,26900,Private,Indiana
Goshen College,2014,28500,Private,Indiana
Goshen College,2015,30590,Private,Indiana
Goucher College,2011,35142,Private,Maryland
Goucher College,2012,36554,Private,Maryland
Goucher College,2013,37640,Private,Maryland
Goucher College,2014,39084,Private,Maryland
Goucher College,2015,42180,Private,Maryland
Grace Bible College,2011,14250,Private,Michigan
Grace Bible College,2012,11860,Private,Michigan
Grace Bible College,2013,12424,Private,Michigan
Grace Bible College,2014,12235,Private,Michigan
Grace Bible College,2015,12239,Private,Michigan
Grace College and Theological Seminary,2011,21700,Private,Indiana
Grace College and Theological Seminary,2012,22546,Private,Indiana
Grace College and Theological Seminary,2013,23290,Private,Indiana
Grace College and Theological Seminary,2014,23970,Private,Indiana
Grace College and Theological Seminary,2015,22450,Private,Indiana
Grace University,2011,15808,Private,Nebraska
Grace University,2012,16626,Private,Nebraska
Grace University,2013,17366,Private,Nebraska
Grace University,2014,18256,Private,Nebraska
Grace University,2015,19290,Private,Nebraska
Graceland University-Lamoni,2011,20980,Private,Iowa
Graceland University-Lamoni,2012,21790,Private,Iowa
Graceland University-Lamoni,2013,22680,Private,Iowa
Graceland University-Lamoni,2014,23530,Private,Iowa
Graceland University-Lamoni,2015,25890,Private,Iowa
Grambling State University,2011,4428,Public,Louisiana
Grambling State University,2012,4886,Public,Louisiana
Grambling State University,2013,5273,Public,Louisiana
Grambling State University,2014,5950,Public,Louisiana
Grambling State University,2015,7063,Public,Louisiana
Grand Valley State University,2011,9088,Public,Michigan
Grand Valley State University,2012,9716,Public,Michigan
Grand Valley State University,2013,10078,Public,Michigan
Grand Valley State University,2014,10716,Public,Michigan
Grand Valley State University,2015,11028,Public,Michigan
Grand View University,2011,20222,Private,Iowa
Grand View University,2012,21018,Private,Iowa
Grand View University,2013,21826,Private,Iowa
Grand View University,2014,22628,Private,Iowa
Grand View University,2015,24544,Private,Iowa
Granite State College,2011,6435,Public,New Hampshire
Granite State College,2012,6810,Public,New Hampshire
Granite State College,2013,7065,Public,New Hampshire
Granite State College,2014,7065,Public,New Hampshire
Granite State College,2015,8775,Public,New Hampshire
Great Basin College,2011,2243,Private,Nevada
Great Basin College,2012,2513,Private,Nevada
Great Basin College,2013,2700,Private,Nevada
Great Basin College,2014,2700,Private,Nevada
Great Basin College,2015,2700,Private,Nevada
Green Mountain College,2011,27948,Public,Vermont
Green Mountain College,2012,29316,Public,Vermont
Green Mountain College,2013,30968,Public,Vermont
Green Mountain College,2014,32192,Public,Vermont
Green Mountain College,2015,33736,Public,Vermont
Greensboro College,2011,24070,Private,North Carolina
Greensboro College,2012,24970,Private,North Carolina
Greensboro College,2013,25600,Private,North Carolina
Greensboro College,2014,26306,Private,North Carolina
Greensboro College,2015,26850,Private,North Carolina
Greenville College,2011,20924,Private,Illinois
Greenville College,2012,22198,Private,Illinois
Greenville College,2013,22920,Private,Illinois
Greenville College,2014,23612,Private,Illinois
Greenville College,2015,25088,Private,Illinois
Grinnell College,2011,37482,Private,Iowa
Grinnell College,2012,39810,Private,Iowa
Grinnell College,2013,41004,Private,Iowa
Grinnell College,2014,43656,Private,Iowa
Grinnell College,2015,46990,Private,Iowa
Guilford College,2011,28800,Private,North Carolina
Guilford College,2012,30430,Private,North Carolina
Guilford College,2013,31380,Private,North Carolina
Guilford College,2014,32470,Private,North Carolina
Guilford College,2015,34090,Private,North Carolina
Gustavus Adolphus College,2011,33500,Private,Minnesota
Gustavus Adolphus College,2012,35520,Private,Minnesota
Gustavus Adolphus College,2013,37660,Private,Minnesota
Gustavus Adolphus College,2014,39120,Private,Minnesota
Gustavus Adolphus College,2015,41620,Private,Minnesota
Gwynedd Mercy University,2011,25610,Private,Pennsylvania
Gwynedd Mercy University,2012,27120,Private,Pennsylvania
Gwynedd Mercy University,2013,28190,Private,Pennsylvania
Gwynedd Mercy University,2014,29450,Private,Pennsylvania
