Name,lon,lat,Controlofinstitution,Website,Acceptance_Rate,State_name,Highest_degree_offered,,Total_Matriculates
University of North Alabama,-87.680999,34.80658,Public,https://www.una.edu/,81,Alabama,Master's degree,,970
University of North Carolina at Asheville,-82.565259,35.616618,Public,https://www.unca.edu/,64,North Carolina,Master's degree,,553
University of North Carolina at Chapel Hill,-79.050969,35.912165,Public,http://www.unc.edu/,28,North Carolina,Doctor's degree,,3915
University of North Carolina at Charlotte,-80.73579,35.306834,Public,http://www.uncc.edu/,69,North Carolina,Doctor's degree,,3541
University of North Carolina at Greensboro,-79.809844,36.067503,Public,https://www.uncg.edu/,60,North Carolina,Doctor's degree,,2516
University of North Carolina at Pembroke,-79.201895,34.687231,Public,http://www.uncp.edu/,72,North Carolina,Master's degree,,1020
University of North Carolina Wilmington,-77.875527,34.225223,Public,http://uncw.edu/,54,North Carolina,Doctor's degree,,2053
University of North Dakota,-97.070823,47.921881,Public,http://und.edu/,74,North Dakota,Doctor's degree,,2360
University of North Florida,-81.507853,30.270917,Public,http://www.unf.edu/,53,Florida,Doctor's degree,,1615
University of North Texas,-97.151211,33.210958,Public,https://www.unt.edu/,60,Texas,Doctor's degree,,4617
University of Northern Colorado,-104.701721,40.403178,Public,http://www.unco.edu/,70,Colorado,Doctor's degree,,1939
University of Northern Iowa,-92.459703,42.514923,Public,http://www.uni.edu/,83,Iowa,Doctor's degree,,1722
University of Northwestern-St Paul,-93.171579,45.032969,Private,https://www.unwsp.edu/,69,Minnesota,Master's degree,,466
University of Notre Dame,-86.238959,41.703058,Private,https://www.nd.edu/,22,Indiana,Doctor's degree,,2070
University of Oklahoma-Norman Campus,-97.445692,35.208152,Public,https://www.ou.edu/,80,Oklahoma,Doctor's degree,,4052
University of Oregon,-123.07398,44.044515,Public,http://uoregon.edu/,74,Oregon,Doctor's degree,,4031
University of Pennsylvania,-75.193618,39.951002,Private,http://www.upenn.edu/,12,Pennsylvania,Doctor's degree,,2421
University of Pikeville,-82.520265,37.478835,Private,http://www.upike.edu/,100,Kentucky,Doctor's degree,,386
University of Pittsburgh-Bradford,-78.673039,41.944173,Public,http://www.upb.pitt.edu/,85,Pennsylvania,Bachelor's degree,,379
University of Pittsburgh-Greensburg,-79.535757,40.292824,Public,http://www.greensburg.pitt.edu/,93,Pennsylvania,Bachelor's degree,,394
University of Pittsburgh-Johnstown,-78.832611,40.268583,Public,http://www.upj.pitt.edu/,90,Pennsylvania,Bachelor's degree,,772
University of Pittsburgh-Pittsburgh Campus,-79.954692,40.444502,Public,http://www.pitt.edu/,56,Pennsylvania,Doctor's degree,,3678
University of Portland,-122.726859,45.571807,Private,http://www.up.edu/,67,Oregon,Doctor's degree,,835
University of Puget Sound,-122.479714,47.263651,Private,http://www.pugetsound.edu/,85,Washington,Doctor's degree,,670
University of Redlands,-117.163847,34.063571,Private,http://www.redlands.edu/,67,California,Doctor's degree,,673
University of Rhode Island,-71.527356,41.484691,Public,http://ww2.uri.edu/,79,Rhode Island,Doctor's degree,,2993
University of Richmond,-77.538702,37.577625,Private,http://www.richmond.edu/,31,Virginia,Doctor's degree,,805
University of Rio Grande,-82.377359,38.88058,Private,http://www.rio.edu/,74,Ohio,Master's degree,,506
University of Rochester,-77.631042,43.126437,Private,https://www.rochester.edu/,36,New York,Doctor's degree,,1472
University of Saint Francis-Fort Wayne,-85.173694,41.087772,Private,http://www.sf.edu/,54,Indiana,Master's degree,,388
University of Saint Joseph,-72.730489,41.783028,Private,http://www.usj.edu/,86,Connecticut,Doctor's degree,,153
University of Saint Mary,-94.906935,39.277308,Private,http://www.stmary.edu/,47,Kansas,Doctor's degree,,109
University of San Diego,-117.188721,32.77142,Private,http://www.sandiego.edu/,49,California,Doctor's degree,,1238
University of San Francisco,-122.450977,37.775564,Private,https://www.usfca.edu/,61,California,Doctor's degree,,1148
University of Science and Arts of Oklahoma,-97.95641,35.031392,Public,https://usao.edu/,62,Oklahoma,Bachelor's degree,,150
University of Scranton,-75.658031,41.40715,Private,http://www.scranton.edu/,75,Pennsylvania,Doctor's degree,,881
University of Sioux Falls,-96.738229,43.531574,Private,https://www.usiouxfalls.edu/,97,South Dakota,Master's degree,,237
University of South Alabama,-88.18189,30.695081,Public,http://www.southalabama.edu/,86,Alabama,Doctor's degree,,1878
University of South Carolina-Aiken,-81.767901,33.572917,Public,http://www.usca.edu/,51,South Carolina,Master's degree,,526
University of South Carolina-Beaufort,-80.973595,32.303308,Public,http://www.uscb.edu/,73,South Carolina,Bachelor's degree,,410
University of South Carolina-Columbia,-81.026971,33.998973,Public,http://www.sc.edu/,61,South Carolina,Doctor's degree,,4625
University of South Carolina-Upstate,-81.970583,34.996403,Public,http://www.uscupstate.edu/,64,South Carolina,Master's degree,,806
University of South Dakota,-96.924664,42.784558,Public,http://www.usd.edu/,88,South Dakota,Doctor's degree,,1342
University of South Florida-Main Campus,-82.415876,28.056647,Public,http://www.usf.edu/,45,Florida,Doctor's degree,,3904
University of South Florida-St Petersburg,-82.635657,27.762618,Public,http://www.usfsp.edu/home/,44,Florida,Master's degree,,562
University of Southern California,-118.283858,34.021058,Private,http://www.usc.edu/,20,California,Doctor's degree,,2922
University of Southern Indiana,-87.67666,37.966188,Public,http://www.usi.edu/,69,Indiana,Doctor's degree,,1709
University of Southern Maine,-70.276002,43.662637,Public,http://usm.maine.edu/,83,Maine,Doctor's degree,,868
University of Southern Mississippi,-89.33791,31.327499,Public,https://www.usm.edu,66,Mississippi,Doctor's degree,,1746
University of St Francis,-88.096368,41.533341,Private,http://www.saintfranciscougars.com/,51,Illinois,Doctor's degree,,237
University of St Thomas,-93.189422,44.941662,Private,http://www.stthomas.edu/,86,Minnesota,Doctor's degree,,1368
University of St Thomas,-95.394178,29.738113,Private,http://www.stthomas.edu/,77,Texas,Doctor's degree,,237
University of the Cumberlands,-84.162375,36.736489,Private,http://www.ucumberlands.edu/,71,Kentucky,Doctor's degree,,488
University of the District of Columbia,-77.066247,38.943819,Public,http://www.udc.edu/wp/test/,63,District of Columbia,Master's degree,,2812
University of the Incarnate Word,-98.467709,29.468052,Private,http://www.uiw.edu/,93,Texas,Doctor's degree,,1045
University of the Ozarks,-93.467924,35.477785,Private,http://www.ozarks.edu/,61,Arkansas,Bachelor's degree,,159
University of the Pacific,-121.307296,37.980624,Private,http://www.pacific.edu/,73,California,Doctor's degree,,958
University of the Southwest,-103.186948,32.775496,Private,https://www.usw.edu/,50,New Mexico,Master's degree,,604
University of the West,-118.082964,34.045985,Private,http://www.uwest.edu/site/,56,California,Doctor's degree,,
University of Toledo,-83.615225,41.65795,Public,http://www.utoledo.edu/,91,Ohio,Doctor's degree,,3428
University of Tulsa,-95.945175,36.151887,Private,https://utulsa.edu/,41,Oklahoma,Doctor's degree,,856
University of Utah,-111.846044,40.762484,Public,http://www.utah.edu/,82,Utah,Doctor's degree,,3124
University of Vermont,-73.198128,44.479262,Public,http://www.uvm.edu/,78,Vermont,Doctor's degree,,2495
University of Virginia-Main Campus,-78.502599,38.036546,Public,http://www.virginia.edu/,30,Virginia,Doctor's degree,,3520
University of Washington-Bothell Campus,-122.191454,47.760718,Public,https://www.uwb.edu/,76,Washington,Master's degree,,573
University of Washington-Seattle Campus,-122.313115,47.656213,Public,http://www.washington.edu/,55,Washington,Doctor's degree,,6253
University of Washington-Tacoma Campus,-122.437499,47.244967,Public,https://www.tacoma.uw.edu/,85,Washington,Doctor's degree,,410
University of West Alabama,-88.186077,32.59244,Public,http://www.uwa.edu/,100,Alabama,Master's degree,,380
University of West Georgia,-85.099007,33.574421,Public,http://www.westga.edu/,54,Georgia,Doctor's degree,,2214
University of Wisconsin-Eau Claire,-91.500432,44.798431,Public,http://www.uwec.edu/,76,Wisconsin,Doctor's degree,,2073
University of Wisconsin-Green Bay,-87.920499,44.531102,Public,http://www.uwgb.edu/,85,Wisconsin,Master's degree,,921
University of Wisconsin-La Crosse,-91.230149,43.815295,Public,https://www.uwlax.edu/future-students/,72,Wisconsin,Doctor's degree,,1897
University of Wisconsin-Madison,-89.405356,43.073858,Public,http://www.wisc.edu/,68,Wisconsin,Doctor's degree,,6279
University of Wisconsin-Milwaukee,-87.880488,43.076848,Public,http://www4.uwm.edu/,86,Wisconsin,Doctor's degree,,3492
University of Wisconsin-Oshkosh,-88.549282,44.024985,Public,http://www.uwosh.edu/,81,Wisconsin,Doctor's degree,,1841
University of Wisconsin-Parkside,-87.855407,42.646074,Public,https://www.uwp.edu/,75,Wisconsin,Master's degree,,712
University of Wisconsin-Platteville,-90.492709,42.733936,Public,https://www.uwplatt.edu/,96,Wisconsin,Master's degree,,1754
University of Wisconsin-River Falls,-92.625316,44.852647,Public,https://www.uwrf.edu/,87,Wisconsin,Master's degree,,1119
University of Wisconsin-Stevens Point,-89.570934,44.529582,Public,https://www.uwsp.edu/Pages/default.aspx,83,Wisconsin,Doctor's degree,,1637
University of Wisconsin-Stout,-91.929461,44.88861,Public,http://www.uwstout.edu/,89,Wisconsin,Master's degree,,1498
University of Wisconsin-Superior,-92.089039,46.717548,Public,https://www.uwsuper.edu/index.cfm,89,Wisconsin,Master's degree,,366
University of Wisconsin-Whitewater,-88.742368,42.835563,Public,http://www.uww.edu/,85,Wisconsin,Master's degree,,2168
University of Wyoming,-105.57204,41.311943,Public,http://www.uwyo.edu/,96,Wyoming,Doctor's degree,,1584
Upper Iowa University,-91.799663,42.840293,Private,http://www.uiu.edu/,58,Iowa,Master's degree,,218
Urbana University,-83.760035,40.099881,Private,http://www.urbana.edu/,77,Ohio,Master's degree,,889
Ursinus College,-75.455654,40.19405,Private,https://www.ursinus.edu/,66,Pennsylvania,Bachelor's degree,,425
Ursuline College,-81.466716,41.494971,Private,http://www.ursuline.edu/,58,Ohio,Doctor's degree,,103
Utah State University,-111.81391,41.740748,Public,https://www.usu.edu/,97,Utah,Doctor's degree,,3824
Utah Valley University,-111.717058,40.278512,Public,http://www.uvu.edu/,100,Utah,Master's degree,,14809
Utica College,-75.272407,43.095183,Private,http://www.utica.edu/,85,New York,Doctor's degree,,489
Valdosta State University,-83.289925,30.849236,Public,http://www.valdosta.edu/,55,Georgia,Doctor's degree,,1734
Valley City State University,-98.001762,46.919144,Public,http://www.vcsu.edu/,83,North Dakota,Master's degree,,186
Valley Forge Christian College,-75.54864,40.118341,Private,https://www.valleyforge.edu/,66,Pennsylvania,Master's degree,,148
Valparaiso University,-87.045853,41.463176,Private,http://www.valpo.edu/,80,Indiana,Doctor's degree,,876
Vanderbilt University,-86.804875,36.14443,Private,http://www.vanderbilt.edu/,13,Tennessee,Doctor's degree,,1613
Vanguard University of Southern California,-117.900911,33.662686,Private,http://www.vanguard.edu/,70,California,Master's degree,,392
Vassar College,-73.894345,41.685105,Private,http://www.vassar.edu/,24,New York,Master's degree,,666
Vaughn College of Aeronautics and Technology,-73.881721,40.768348,Private,http://www.vaughn.edu/,77,New York,Master's degree,,324
Vermont Technical College,-72.605179,43.939321,Public,http://www.vtc.edu/,83,Vermont,Bachelor's degree,,194
Villanova University,-75.345457,40.039388,Private,http://www1.villanova.edu/main.html,49,Pennsylvania,Doctor's degree,,1659
Virginia Commonwealth University,-77.453597,37.547631,Public,http://www.vcu.edu/,69,Virginia,Doctor's degree,,3525
Virginia Intermont College,-82.17614,36.605006,Private,http://www.vic.edu/,96,Virginia,Bachelor's degree,,45
Virginia Military Institute,-79.435737,37.790644,Public,http://www.vmi.edu/,47,Virginia,Bachelor's degree,,502
Virginia Polytechnic Institute and State University,-80.423267,37.228561,Public,https://www.vt.edu/index.html,70,Virginia,Doctor's degree,,5364
Virginia State University,-77.419886,37.236453,Public,http://www.vsu.edu/,95,Virginia,Doctor's degree,,1244
Virginia Union University,-77.450954,37.561864,Private,http://www.vuu.edu/,58,Virginia,Doctor's degree,,404
Virginia Wesleyan College,-76.18606,36.868417,Private,http://www.vwc.edu/,93,Virginia,Bachelor's degree,,453
Viterbo University,-91.244095,43.802291,Private,http://www.viterbo.edu/,71,Wisconsin,Doctor's degree,,304
Voorhees College,-81.130104,33.307455,Private,https://www.voorhees.edu/,51,South Carolina,Bachelor's degree,,146
Wabash College,-86.905809,40.037799,Private,https://www.wabash.edu/,67,Indiana,Bachelor's degree,,0
Wagner College,-74.09573,40.615003,Private,http://wagner.edu/,70,New York,Master's degree,,430
Wake Forest University,-80.279004,36.135301,Private,http://www.wfu.edu/,35,North Carolina,Doctor's degree,,1232
Walla Walla University,-118.389771,46.047,Private,https://wallawalla.edu/,93,Washington,Master's degree,,393
Walsh University,-81.36911,40.873295,Private,https://www.walsh.edu/,77,Ohio,Doctor's degree,,493
Warner Pacific College,-122.562241,45.50349,Private,http://www.warnerpacific.edu/,53,Oregon,Master's degree,,85
Warner University,-81.599972,27.825751,Private,http://warner.edu/,34,Florida,Master's degree,,179
Warren Wilson College,-82.441097,35.611762,Private,https://www.warren-wilson.edu/,70,North Carolina,Master's degree,,220
Wartburg College,-92.480933,42.727629,Private,http://www.wartburg.edu/,78,Iowa,Bachelor's degree,,451
Washburn University,-95.702325,39.034977,Public,http://www.washburn.edu/,100,Kansas,Doctor's degree,,2411
Washington & Jefferson College,-80.240388,40.171898,Private,http://www.washjeff.edu/,40,Pennsylvania,Bachelor's degree,,326
Washington Adventist University,-77.00131,38.987206,Private,https://www.wau.edu/,33,Maryland,Master's degree,,134
Washington and Lee University,-79.445724,37.787832,Private,http://www.wlu.edu/,18,Virginia,Doctor's degree,,480
Washington College,-76.06878,39.217329,Private,http://www.washcoll.edu/,67,Maryland,Master's degree,,350
Washington State University,-117.158168,46.730448,Public,https://wsu.edu/,82,Washington,Doctor's degree,,4163
Washington University in St Louis,-90.311639,38.648125,Private,https://wustl.edu/,16,Missouri,Doctor's degree,,1610
Wayland Baptist University,-101.729564,34.186673,Private,http://www.wbu.edu/,99,Texas,Master's degree,,348
Wayne State College,-97.014241,42.241612,Public,https://www.wsc.edu/site/,100,Nebraska,Master's degree,,621
Wayne State University,-83.072864,42.35861,Public,https://wayne.edu/,76,Michigan,Doctor's degree,,2167
Waynesburg University,-80.18727,39.899419,Private,http://www.waynesburg.edu/,75,Pennsylvania,Doctor's degree,,410
Webber International University,-81.532325,27.838798,Private,http://webber.edu/,64,Florida,Master's degree,,207
Weber State University,-111.94484,41.19258,Public,http://www.weber.edu/,75,Utah,Master's degree,,14000
Webster University,-90.345654,38.589269,Private,http://www.webster.edu/,58,Missouri,Doctor's degree,,418
Welch College,-86.826158,36.134633,Private,http://welch.edu/,98,Tennessee,Bachelor's degree,,100
Wellesley College,-71.307966,42.293765,Private,http://www.wellesley.edu/,29,Massachusetts,Bachelor's degree,,595
Wells College,-76.696512,42.744314,Private,https://www.wells.edu/,60,New York,Bachelor's degree,,161
Wentworth Institute of Technology,-71.094983,42.336632,Private,http://www.wit.edu/,58,Massachusetts,Master's degree,,900
Wesley College,-75.527377,39.16325,Private,http://wesley.edu/,62,Delaware,Master's degree,,556
Wesleyan College,-83.717186,32.874648,Private,http://www.vwc.edu/,43,Georgia,Master's degree,,117
Wesleyan University,-72.656755,41.55678,Private,http://www.wesleyan.edu/,21,Connecticut,Doctor's degree,,752
West Chester University of Pennsylvania,-75.594631,39.949084,Public,https://www.wcupa.edu/,52,Pennsylvania,Master's degree,,2298
West Liberty University,-80.604054,40.162473,Public,http://westliberty.edu/,71,West Virginia,Master's degree,,501
West Texas A & M University,-101.9158,34.981996,Public,http://www.wtamu.edu/,74,Texas,Doctor's degree,,1308
West Virginia State University,-81.76802,38.379002,Public,http://www.wvstateu.edu/,45,West Virginia,Master's degree,,418
West Virginia University,-79.953926,39.63468,Public,http://www.wvu.edu/,85,West Virginia,Doctor's degree,,5135
West Virginia University at Parkersburg,-81.506192,39.216379,Public,http://www.wvup.edu/,56,West Virginia,Bachelor's degree,,1334
West Virginia University Institute of Technology,-81.325199,38.179427,Public,http://www.wvutech.edu/,51,West Virginia,Bachelor's degree,,199
West Virginia Wesleyan College,-80.217094,38.990476,Private,https://www.wvwc.edu/,77,West Virginia,Master's degree,,471
Western Carolina University,-83.125447,35.28149,Public,https://www.wcu.edu/,38,North Carolina,Doctor's degree,,1558
Western Connecticut State University,-73.444264,41.400365,Public,http://www.wcsu.edu/,65,Connecticut,Doctor's degree,,797
Western Governors University,-111.869857,40.684783,Private,http://www.wgu.edu/,82,Utah,Master's degree,,0
Western Illinois University,-90.685235,40.465621,Public,http://www.wiu.edu/,59,Illinois,Doctor's degree,,1652
Western Kentucky University,-86.455898,36.985718,Public,https://www.wku.edu/,92,Kentucky,Doctor's degree,,3375
Western Michigan University,-85.61512,42.282589,Public,https://wmich.edu/,83,Michigan,Doctor's degree,,3190
Western New England University,-72.518789,42.115837,Private,https://wne.edu/,82,Massachusetts,Doctor's degree,,697
Western New Mexico University,-108.284768,32.776962,Public,http://wnmu.edu/,99,New Mexico,Master's degree,,1676
Western Oregon University,-123.238785,44.851866,Public,http://www.wou.edu/,88,Oregon,Master's degree,,1026
Western State Colorado University,-106.91971,38.547421,Public,http://www.western.edu/,93,Colorado,Master's degree,,473
Western Washington University,-122.484873,48.737236,Public,https://www.wwu.edu/,84,Washington,Master's degree,,2795
Westfield State University,-72.795673,42.131589,Public,http://www.westfield.ma.edu/,75,Massachusetts,Master's degree,,1288
Westminster College,-91.954345,38.847764,Private,https://www.westminster.edu/index.cfm,72,Missouri,Bachelor's degree,,261
Westminster College,-80.331376,41.118456,Private,https://www.westminster.edu/index.cfm,73,Pennsylvania,Master's degree,,309
Westminster College,-111.855553,40.731495,Private,https://www.westminster.edu/index.cfm,75,Utah,Master's degree,,449
Westmont College,-119.661932,34.449265,Private,http://www.westmont.edu/,70,California,Bachelor's degree,,298
Wheaton College,-88.09681,41.870943,Private,http://www.wheaton.edu/,69,Illinois,Doctor's degree,,598
Wheaton College,-71.184167,41.966813,Private,http://www.wheaton.edu/,67,Massachusetts,Bachelor's degree,,466
Wheeling Jesuit University,-80.690804,40.070873,Private,http://www.wju.edu/,69,West Virginia,Doctor's degree,,238
Wheelock College,-71.10582,42.342503,Private,http://www.wheelock.edu/,73,Massachusetts,Master's degree,,217
Whitman College,-118.33016,46.07135,Private,https://www.whitman.edu/,57,Washington,Bachelor's degree,,392
Whittier College,-118.028402,33.977625,Private,http://www.whittier.edu/,63,California,Doctor's degree,,446
Whitworth University,-117.418078,47.753699,Private,http://www.whitworth.edu/cms/,65,Washington,Master's degree,,593
Wichita State University,-97.296733,37.716484,Public,http://www.wichita.edu/thisis/,96,Kansas,Doctor's degree,,1412
Widener University-Main Campus,-75.356718,39.86158,Private,http://www.widener.edu/,67,Pennsylvania,Doctor's degree,,828
Wilberforce University,-83.879358,39.707993,Private,http://www.wilberforce.edu/,58,Ohio,Master's degree,,69
Wiley College,-94.376821,32.537646,Private,http://www.wileyc.edu/,94,Texas,Bachelor's degree,,67
Wilkes University,-75.88833,41.243204,Private,http://www.wilkes.edu/,76,Pennsylvania,Doctor's degree,,596
Willamette University,-123.030727,44.935743,Private,http://willamette.edu/,58,Oregon,Doctor's degree,,545
William Carey University,-89.291815,31.305264,Private,http://www.wmcarey.edu/,49,Mississippi,Doctor's degree,,182
William Jewell College,-94.41207,39.247848,Private,http://www.jewell.edu/,58,Missouri,Bachelor's degree,,259
William Paterson University of New Jersey,-74.199465,40.946256,Public,http://www.wpunj.edu/,68,New Jersey,Doctor's degree,,1294
William Peace University,-78.636793,35.789105,Private,http://www.peace.edu/,91,North Carolina,Bachelor's degree,,328
William Penn University,-92.648348,41.308868,Private,https://www.wmpenn.edu/,58,Iowa,Master's degree,,264
William Woods University,-91.949273,38.857864,Private,https://www.williamwoods.edu/,75,Missouri,Doctor's degree,,208
Williams Baptist College,-90.939876,36.126825,Private,http://www.wbcoll.edu/,68,Arkansas,Bachelor's degree,,156
Williams College,-73.205888,42.711669,Private,http://www.williams.edu/,17,Massachusetts,Master's degree,,547
Wilmington College,-83.817271,39.441097,Private,http://www.wilmington.edu/,46,Ohio,Master's degree,,275
Wilmington University,-75.586998,39.682299,Private,http://www.wilmu.edu/,97,Delaware,Doctor's degree,,8730
Wilson College,-77.658075,39.947461,Private,http://www.wilson.edu/,53,Pennsylvania,Master's degree,,76
Wingate University,-80.444465,34.979384,Private,https://www.wingate.edu/,79,North Carolina,Doctor's degree,,642
Winona State University,-91.64447,44.046572,Public,https://www.winona.edu/,61,Minnesota,Doctor's degree,,1650
Winston-Salem State University,-80.224905,36.089197,Public,https://www.wssu.edu/,56,North Carolina,Doctor's degree,,685
Winthrop University,-81.028667,34.938506,Public,http://www.winthrop.edu/,72,South Carolina,Master's degree,,1096
Wisconsin Lutheran College,-88.022718,43.036943,Private,https://www.wlc.edu/,64,Wisconsin,Master's degree,,229
Wittenberg University,-83.814082,39.937463,Private,http://www.wittenberg.edu/,89,Ohio,Master's degree,,549
Wofford College,-81.934572,34.957914,Private,https://www.wofford.edu/,69,South Carolina,Bachelor's degree,,415
Woodbury University,-118.340692,34.209226,Private,http://woodbury.edu/#1,56,California,Master's degree,,118
Worcester Polytechnic Institute,-71.808792,42.275067,Private,https://www.wpi.edu/,52,Massachusetts,Doctor's degree,,1103
Worcester State University,-71.844019,42.267534,Public,http://www.worcester.edu/,61,Massachusetts,Master's degree,,780
Wright State University-Main Campus,-84.064881,39.780634,Public,https://www.wright.edu/,63,Ohio,Doctor's degree,,3746
Xavier University,-84.477648,39.149291,Private,http://www.xavier.edu/,70,Ohio,Doctor's degree,,1289
Xavier University of Louisiana,-90.107307,29.964162,Private,http://www.xula.edu/,54,Louisiana,Doctor's degree,,675
Yale University,-72.926688,41.311158,Private,http://www.yale.edu/,7,Connecticut,Doctor's degree,,1356
Yeshiva University,-73.928541,40.8508,Private,http://www.yu.edu/,82,New York,Doctor's degree,,857
York College,-97.579285,40.867453,Private,http://www.ycp.edu/,49,Nebraska,Master's degree,,94
York College Pennsylvania,-76.727266,39.946709,Private,http://www.ycp.edu/,74,Pennsylvania,Doctor's degree,,1064
Youngstown State University,-80.646515,41.105583,Public,http://www.ysu.edu/,78,Ohio,Doctor's degree,,3297
