Name,lon,lat,Controlofinstitution,Website,Acceptance_Rate,State_name,Highest_degree_offered,,Total_Matriculates
Indiana University-South Bend,-86.222958,41.665746,Public,https://www.iusb.edu/,70,Indiana,Master's degree,,921
Indiana University-Southeast,-85.819376,38.342992,Public,https://www.ius.edu/,79,Indiana,Master's degree,,1026
Indiana Wesleyan University,-85.661991,40.518495,Private,https://www.indwes.edu/,95,Indiana,Doctor's degree,,1437
Iona College,-73.785635,40.927107,Private,http://www.iona.edu/Home.aspx,92,New York,Master's degree,,922
Iowa State University,-93.648353,42.026368,Public,https://www.iastate.edu/,83,Iowa,Doctor's degree,,5366
Iowa Wesleyan College,-91.552588,40.973689,Private,http://www.iw.edu/,60,Iowa,Bachelor's degree,,103
Ithaca College,-76.495057,42.42264,Private,http://www.ithaca.edu/,67,New York,Doctor's degree,,1789
Jackson State University,-90.20663,32.296781,Public,http://www.jsums.edu/,65,Mississippi,Doctor's degree,,1103
Jacksonville State University,-85.766644,33.822128,Public,http://www.jsu.edu/,83,Alabama,Doctor's degree,,1158
Jacksonville University,-81.60706,30.350349,Private,http://www.ju.edu/Pages/default.aspx,47,Florida,Doctor's degree,,528
James Madison University,-78.871663,38.435332,Public,http://www.jmu.edu/,64,Virginia,Doctor's degree,,4325
Jarvis Christian College,-95.17773,32.588249,Private,http://www.jarvis.edu/,84,Texas,Bachelor's degree,,63
John Brown University,-94.559088,36.191077,Private,http://www.jbu.edu/,70,Arkansas,Master's degree,,305
John Carroll University,-81.533103,41.488978,Private,http://sites.jcu.edu/,83,Ohio,Master's degree,,793
Johns Hopkins University,-76.620799,39.32838,Private,https://www.jhu.edu/,18,Maryland,Doctor's degree,,1390
Johnson & Wales University-Charlotte,-80.8509,35.23294,Private,https://www1.jwu.edu/charlotte/,60,North Carolina,Bachelor's degree,,613
Johnson & Wales University-Denver,-104.905511,39.747969,Private,https://www1.jwu.edu/denver/,78,Colorado,Master's degree,,333
Johnson & Wales University-North Miami,-80.164797,25.894337,Private,https://www1.jwu.edu/north-miami/,65,Florida,Bachelor's degree,,499
Johnson & Wales University-Providence,-71.413322,41.820558,Private,https://www1.jwu.edu/providence/,76,Rhode Island,Doctor's degree,,2093
Johnson C Smith University,-80.854842,35.243384,Private,http://www.jcsu.edu/,37,North Carolina,Bachelor's degree,,232
Johnson State College,-72.671154,44.641736,Public,http://www.jsc.edu/,97,Vermont,Master's degree,,225
Jones College-Jacksonville,-81.610068,30.328002,Private,http://www.jones.edu/,90,Florida,Bachelor's degree,,385
Judson College,-87.316127,32.630526,Private,http://www.judson.edu/,74,Alabama,Bachelor's degree,,68
Judson University,-88.289708,42.05896,Private,http://www.judsonu.edu/,71,Illinois,Doctor's degree,,201
Juniata College,-78.015204,40.499511,Private,http://www.juniata.edu/,74,Pennsylvania,Master's degree,,391
Kalamazoo College,-85.601317,42.290382,Private,http://www.kzoo.edu/,67,Michigan,Bachelor's degree,,454
Kansas State University,-96.581077,39.188616,Public,http://www.k-state.edu/,96,Kansas,Doctor's degree,,3821
Kansas Wesleyan University,-97.609476,38.813923,Private,http://www.kwu.edu/,54,Kansas,Master's degree,,151
Kean University,-74.234668,40.679429,Public,http://www.kean.edu/,80,New Jersey,Doctor's degree,,1525
Keene State College,-72.281433,42.925999,Public,http://www.keene.edu/,82,New Hampshire,Master's degree,,1258
Keiser University-Ft Lauderdale,-80.163959,26.185869,Private,http://www.keiseruniversity.edu/fort-lauderdale/,93,Florida,Doctor's degree,,3658
Kennesaw State University,-84.58083,34.03629,Public,https://www.kennesaw.edu/,57,Georgia,Doctor's degree,,3194
Kent State University at Kent,-81.342253,41.146856,Public,http://www.kent.edu/,83,Ohio,Doctor's degree,,4111
Kent State University at Salem,-80.835458,40.86408,Public,https://www.kent.edu/columbiana,91,Ohio,Bachelor's degree,,1143
Kentucky Christian University,-82.946883,38.339002,Private,https://www.kcu.edu/,51,Kentucky,Master's degree,,135
Kentucky State University,-84.855488,38.201056,Public,http://kysu.edu/,38,Kentucky,Master's degree,,506
Kentucky Wesleyan College,-87.121984,37.744667,Private,http://kwc.edu/,67,Kentucky,Bachelor's degree,,163
Kenyon College,-82.397977,40.374408,Private,http://www.kenyon.edu/,38,Ohio,Bachelor's degree,,483
Kettering University,-83.714356,43.013112,Private,https://www.kettering.edu/,62,Michigan,Master's degree,,372
Keuka College,-77.090518,42.61541,Private,http://keuka.edu/,88,New York,Master's degree,,228
Keystone College,-75.777456,41.558969,Private,http://www.keystone.edu/,72,Pennsylvania,Bachelor's degree,,321
King University,-82.156532,36.585899,Private,http://www.king.edu/,64,Tennessee,Master's degree,,210
King's College,-75.878603,41.248118,Private,https://www.kings.edu/,72,Pennsylvania,Master's degree,,500
Knox College,-90.370316,40.941829,Private,https://www.knox.edu/,75,Illinois,Bachelor's degree,,380
Kutztown University of Pennsylvania,-75.785426,40.513705,Public,http://www.kutztown.edu/,82,Pennsylvania,Master's degree,,1815
Kuyper College,-85.592657,43.02195,Private,https://www.kuyper.edu/,68,Michigan,Bachelor's degree,,37
La Roche College,-80.011977,40.569777,Private,http://www.laroche.edu/,56,Pennsylvania,Master's degree,,229
La Salle University,-75.152996,40.038503,Private,http://www.lasalle.edu/,80,Pennsylvania,Doctor's degree,,939
La Sierra University,-117.497071,33.908834,Private,https://lasierra.edu/,47,California,Doctor's degree,,477
Lafayette College,-75.209058,40.700512,Private,https://www.lafayette.edu/,34,Pennsylvania,Bachelor's degree,,635
LaGrange College,-85.041394,33.039713,Private,http://www.lagrange.edu/index.html,58,Georgia,Master's degree,,271
Lake Erie College,-81.251817,41.717841,Private,https://www.lec.edu/,56,Ohio,Master's degree,,205
Lake Forest College,-87.830777,42.250456,Private,https://www.lakeforest.edu/,57,Illinois,Master's degree,,403
Lake Superior State University,-84.3655,46.491736,Public,http://www.lssu.edu/,92,Michigan,Master's degree,,418
Lakeland College,-87.884956,43.841863,Private,http://lakeland.edu/,66,Wisconsin,Master's degree,,218
Lamar University,-94.073389,30.044274,Public,http://www.lamar.edu/,77,Texas,Doctor's degree,,1451
Lander University,-82.166351,34.201143,Public,http://www.lander.edu/,42,South Carolina,Master's degree,,569
Lane College,-88.806832,35.628197,Private,https://www.lanecollege.edu/,49,Tennessee,Bachelor's degree,,405
Langston University,-97.260263,35.943953,Public,http://www.langston.edu/,92,Oklahoma,Doctor's degree,,599
Lasell College,-71.243738,42.342712,Private,http://www.lasell.edu/,76,Massachusetts,Master's degree,,485
Lawrence Technological University,-83.25003,42.474072,Private,http://www.ltu.edu/,44,Michigan,Doctor's degree,,341
Lawrence University,-88.397822,44.261323,Private,http://www.lawrence.edu/,73,Wisconsin,Bachelor's degree,,395
Le Moyne College,-76.088449,43.047316,Private,http://www.lemoyne.edu/,62,New York,Master's degree,,622
Le Moyne-Owen College,-90.034101,35.118641,Private,http://www.loc.edu/,23,Tennessee,Bachelor's degree,,190
Lebanon Valley College,-76.513753,40.331733,Private,http://www.lvc.edu/,67,Pennsylvania,Doctor's degree,,415
Lee University,-84.870018,35.166166,Private,http://www.leeuniversity.edu/,92,Tennessee,Master's degree,,812
Lees-McRae College,-81.870998,36.16362,Private,http://www.lmc.edu/,66,North Carolina,Bachelor's degree,,226
Lehigh University,-75.378887,40.607158,Private,http://www1.lehigh.edu/,31,Pennsylvania,Doctor's degree,,1198
Lenoir-Rhyne University,-81.326161,35.73904,Private,http://www.lr.edu/,68,North Carolina,Master's degree,,310
Lesley University,-71.115601,42.378429,Private,http://www.lesley.edu/,67,Massachusetts,Doctor's degree,,316
LeTourneau University,-94.72726,32.467658,Private,http://www.letu.edu/,41,Texas,Master's degree,,335
Lewis & Clark College,-122.672478,45.450547,Private,https://www.lclark.edu/,63,Oregon,Doctor's degree,,473
Lewis University,-88.079032,41.605432,Private,http://www.lewisu.edu/,56,Illinois,Doctor's degree,,694
Lewis-Clark State College,-117.026371,46.410034,Public,http://www.lcsc.edu/,100,Idaho,Bachelor's degree,,475
Liberty University,-79.179688,37.350345,Private,http://www.liberty.edu/,22,Virginia,Doctor's degree,,4690
Life University,-84.514156,33.932104,Private,http://www.life.edu/,75,Georgia,Doctor's degree,,212
Limestone College,-81.648033,35.052919,Private,http://www.limestone.edu/,53,South Carolina,Master's degree,,451
Lincoln College,-89.360552,40.157141,Private,http://lincolncollege.edu/,87,Illinois,Bachelor's degree,,371
Lincoln Memorial University,-83.658818,36.581284,Private,http://www.lmunet.edu/,70,Tennessee,Doctor's degree,,191
Lincoln University,-122.269745,37.804788,Private,http://www.lincoln.edu/,31,California,Doctor's degree,,50
Lincoln University,-92.168509,38.564409,Public,http://www.lincoln.edu/,66,Missouri,Master's degree,,1118
Lincoln University of Pennsylvania,-75.928273,39.807725,Public,http://www.lincoln.edu/,61,Pennsylvania,Master's degree,,448
Lindenwood University,-90.502825,38.788203,Private,http://www.lindenwood.edu/,66,Missouri,Doctor's degree,,1369
Lindsey Wilson College,-85.299909,37.101853,Private,http://lindsey.edu/,79,Kentucky,Master's degree,,125
Linfield College-McMinnville Campus,-123.200464,45.201333,Private,http://www.linfield.edu/,92,Oregon,Bachelor's degree,,449
Lipscomb University,-86.799304,36.10469,Private,https://secure.lipscomb.edu/,53,Tennessee,Doctor's degree,,684
LIU Brooklyn,-73.980872,40.690134,Private,http://liu.edu/brooklyn,87,New York,Doctor's degree,,879
LIU Post,-73.593279,40.820043,Private,http://liu.edu/post,81,New York,Doctor's degree,,659
Livingstone College,-80.484459,35.670743,Private,http://www.livingstone.edu/,71,North Carolina,Bachelor's degree,,395
Lock Haven University,-77.463565,41.142097,Public,http://www.lhup.edu/,88,Pennsylvania,Master's degree,,1052
Longwood University,-78.395789,37.301073,Public,http://www.longwood.edu/,81,Virginia,Master's degree,,1111
Loras College,-90.680232,42.504131,Private,http://www.loras.edu/,69,Iowa,Master's degree,,414
Louisiana College,-92.425567,31.322286,Private,http://www.lacollege.edu/,74,Louisiana,Master's degree,,266
Louisiana State University and Agricultural & Mechanical College,-91.196656,30.552111,Public,http://www.lsu.edu/,76,Louisiana,Doctor's degree,,5725
Louisiana State University-Alexandria,-92.414409,31.178616,Public,https://www.lsua.edu/,61,Louisiana,Bachelor's degree,,391
Louisiana State University-Shreveport,-93.703762,32.428768,Public,http://www.lsus.edu/,83,Louisiana,Master's degree,,345
Louisiana Tech University,-92.64964,32.525518,Public,http://www.latech.edu/,67,Louisiana,Doctor's degree,,1552
Lourdes University,-83.706649,41.708694,Private,http://www.lourdes.edu/,69,Ohio,Master's degree,,227
Loyola Marymount University,-118.415655,33.970633,Private,http://www.lmu.edu/,54,California,Doctor's degree,,1341
Loyola University Chicago,-87.657399,41.999161,Private,http://www.luc.edu/,91,Illinois,Doctor's degree,,2512
Loyola University Maryland,-76.623417,39.346044,Private,http://www.loyola.edu/,58,Maryland,Doctor's degree,,1096
Loyola University New Orleans,-90.120417,29.936141,Private,http://www.loyno.edu/,87,Louisiana,Doctor's degree,,624
Lubbock Christian University,-101.934816,33.576273,Private,https://lcu.edu/,95,Texas,Master's degree,,255
Luther College,-91.803971,43.313584,Private,http://www.luther.edu/,72,Iowa,Bachelor's degree,,628
Lycoming College,-77.0003,41.246127,Private,http://www.lycoming.edu/,72,Pennsylvania,Bachelor's degree,,347
Lynchburg College,-79.184153,37.397678,Private,http://www.lynchburg.edu/,64,Virginia,Doctor's degree,,512
Lyndon State College,-72.024563,44.53433,Public,http://lyndonstate.edu/,99,Vermont,Master's degree,,365
Lynn University,-80.123851,26.382777,Private,http://www.lynn.edu/,78,Florida,Doctor's degree,,456
Lyon College,-91.628115,35.778934,Private,https://www.lyon.edu/,59,Arkansas,Bachelor's degree,,174
Macalester College,-93.169855,44.936709,Private,https://www.macalester.edu/,34,Minnesota,Bachelor's degree,,555
MacMurray College,-90.22175,39.730226,Private,https://www.mac.edu/,75,Illinois,Bachelor's degree,,120
Madonna University,-83.407306,42.386463,Private,https://www.madonna.edu/,61,Michigan,Doctor's degree,,191
Maharishi University of Management,-91.967306,41.017781,Private,https://www.mum.edu/,42,Iowa,Doctor's degree,,19
Maine Maritime Academy,-68.803214,44.3873,Public,http://mainemaritime.edu/,65,Maine,Master's degree,,225
Malone University,-81.383525,40.826516,Private,http://www.malone.edu/,72,Ohio,Master's degree,,316
Manchester University,-85.758762,41.011609,Private,http://www.manchester.ac.uk/,71,Indiana,Doctor's degree,,359
Manhattan College,-73.901893,40.889756,Private,https://manhattan.edu/,66,New York,Master's degree,,757
Manhattanville College,-73.718316,41.031054,Private,http://www.mville.edu/,77,New York,Doctor's degree,,476
Mansfield University of Pennsylvania,-77.07299,41.79971,Public,http://www.mansfield.edu/,92,Pennsylvania,Master's degree,,629
Maranatha Baptist University,-88.735055,43.195709,Private,http://www.mbu.edu/,71,Wisconsin,Master's degree,,210
Marian University,-86.204599,39.81534,Private,https://www.marian.edu/,58,Indiana,Doctor's degree,,338
Marian University,-88.420638,43.777411,Private,https://www.marian.edu/,76,Wisconsin,Doctor's degree,,251
Marietta College,-81.450038,39.417638,Private,http://www.marietta.edu/,64,Ohio,Master's degree,,385
Marist College,-73.934342,41.721955,Private,https://www.marist.edu/,37,New York,Master's degree,,1149
Marlboro College,-72.736552,42.839603,Private,https://www.marlboro.edu/,76,Vermont,Master's degree,,47
Marquette University,-87.928121,43.038766,Private,http://marquette.edu/,57,Wisconsin,Doctor's degree,,1990
Mars Hill University,-82.550859,35.825858,Private,http://www.mhu.edu/,64,North Carolina,Master's degree,,419
Marshall University,-82.43065,38.42261,Public,http://www.marshall.edu/home/index.html,79,West Virginia,Doctor's degree,,1858
Martin Luther College,-94.473422,44.3046,Private,https://mlc-wels.edu/,96,Minnesota,Master's degree,,164
Martin Methodist College,-87.035085,35.200662,Private,http://www.martinmethodist.edu/,84,Tennessee,Bachelor's degree,,128
Martin University,-86.104771,39.79844,Private,http://www.martin.edu/,88,Indiana,Master's degree,,297
Mary Baldwin College,-79.068325,38.154799,Private,http://www.mbc.edu/,88,Virginia,Master's degree,,218
Marygrove College,-83.154109,42.414415,Private,http://www.marygrove.edu/,94,Michigan,Master's degree,,182
Marylhurst University,-122.647755,45.398174,Private,http://www.marylhurst.edu/,39,Oregon,Master's degree,,8
Marymount Manhattan College,-73.959676,40.769108,Private,http://www.mmm.edu/,75,New York,Bachelor's degree,,399
Marymount University,-77.128799,38.905552,Private,http://www.marymount.edu/Home,83,Virginia,Doctor's degree,,400
Maryville College,-83.963853,35.751969,Private,http://www.maryvillecollege.edu/,73,Tennessee,Bachelor's degree,,349
Maryville University of Saint Louis,-90.505096,38.645474,Private,https://www.maryville.edu/,76,Missouri,Doctor's degree,,409
Marywood University,-75.633996,41.434978,Private,http://www.marywood.edu/,71,Pennsylvania,Doctor's degree,,407
Massachusetts College of Liberal Arts,-73.1035,42.692427,Public,http://www.mcla.edu/,67,Massachusetts,Master's degree,,313
Massachusetts Institute of Technology,-71.092115,42.360095,Private,http://web.mit.edu/,8,Massachusetts,Doctor's degree,,1115
Massachusetts Maritime Academy,-70.623953,41.740538,Public,https://www.maritime.edu/,77,Massachusetts,Master's degree,,300
Mayville State University,-97.322545,47.504671,Public,http://www.mayvillestate.edu/,55,North Dakota,Bachelor's degree,,507
McDaniel College,-77.001662,39.584879,Private,http://www.mcdaniel.edu/,76,Maryland,Master's degree,,453
McKendree University,-89.814486,38.609431,Private,https://www.mckendree.edu/,63,Illinois,Doctor's degree,,387
McMurry University,-99.750277,32.429551,Private,http://ww2.mcm.edu/,59,Texas,Master's degree,,250
McNeese State University,-93.215648,30.180762,Public,https://www.mcneese.edu/,62,Louisiana,Master's degree,,1313
McPherson College,-97.6443,38.371464,Private,http://www.mcpherson.edu/,87,Kansas,Master's degree,,170
Medaille College,-78.856569,42.92895,Private,http://www.medaille.edu/,54,New York,Doctor's degree,,443
Menlo College,-122.181444,37.452906,Private,http://www.menlo.edu/,37,California,Bachelor's degree,,139
Mercer University,-83.651042,32.829731,Private,https://www.mercer.edu/,69,Georgia,Doctor's degree,,728
Mercy College,-73.874571,41.021436,Private,https://www.mercy.edu/,57,New York,Doctor's degree,,833
Mercyhurst University,-80.055568,42.103991,Private,http://www.mercyhurst.edu/,75,Pennsylvania,Doctor's degree,,600
Meredith College,-78.689175,35.797197,Private,http://www.meredith.edu/,62,North Carolina,Master's degree,,415
Merrimack College,-71.124216,42.668352,Private,http://www.merrimack.edu/index.php,79,Massachusetts,Master's degree,,794
Messiah College,-76.988492,40.15867,Private,http://www.messiah.edu/,66,Pennsylvania,Master's degree,,648
Methodist University,-78.875024,35.137854,Private,http://www.methodist.edu/,61,North Carolina,Master's degree,,452
Metropolitan College of New York,-74.007056,40.723516,Private,http://www.mcny.edu/,55,New York,Master's degree,,113
Metropolitan State University,-93.074153,44.957017,Public,http://www.metrostate.edu/,100,Minnesota,Doctor's degree,,100
Metropolitan State University of Denver,-105.002391,39.742248,Public,http://www.msudenver.edu/,71,Colorado,Master's degree,,1991
Miami University-Oxford,-84.731821,39.509642,Public,https://www.miamioh.edu/,67,Ohio,Doctor's degree,,3644
Michigan Jewish Institute,-83.183286,42.478209,Private,http://www.mji.edu/,98,Michigan,Bachelor's degree,,854
Michigan State University,-84.473639,42.72476,Public,https://msu.edu/,69,Michigan,Doctor's degree,,8061
Michigan Technological University,-88.546403,47.1183,Public,http://www.mtu.edu/,77,Michigan,Doctor's degree,,1153
Mid-America Christian University,-97.578297,35.347785,Private,http://www.macu.edu/,78,Oklahoma,Master's degree,,30
MidAmerica Nazarene University,-94.782586,38.872608,Private,http://www.mnu.edu/,72,Kansas,Master's degree,,198
Mid-Atlantic Christian University,-76.217496,36.303765,Private,http://www.macuniversity.edu/,41,North Carolina,Bachelor's degree,,37
Mid-Continent University,-88.648361,36.815418,Private,http://www.midcontinent.edu/,70,Kentucky,Master's degree,,201
Middle Tennessee State University,-86.362094,35.849139,Public,http://www.mtsu.edu/,70,Tennessee,Doctor's degree,,3276
Middlebury College,-73.176068,44.009117,Private,http://www.middlebury.edu/#story507955,17,Vermont,Doctor's degree,,598
Midland University,-96.488354,41.43675,Private,https://www.midlandu.edu/,68,Nebraska,Master's degree,,367
Midway College,-84.679335,38.144432,Private,http://www.midway.edu/,54,Kentucky,Master's degree,,115
Midwestern State University,-98.51774,33.877143,Public,http://www.mwsu.edu/,72,Texas,Master's degree,,847
Miles College,-86.908605,33.481306,Private,https://www.miles.edu/,69,Alabama,Bachelor's degree,,85
Millersville University of Pennsylvania,-76.355091,39.99813,Public,http://www.millersville.edu/,72,Pennsylvania,Master's degree,,1299
Milligan College,-82.29499,36.30036,Private,http://www.milligan.edu/,68,Tennessee,Master's degree,,206
Millikin University,-88.974571,39.842604,Private,https://www.millikin.edu/,55,Illinois,Doctor's degree,,451
Mills College,-122.18789,37.782639,Private,http://www.mills.edu/,68,California,Doctor's degree,,217
Millsaps College,-90.178084,32.3231,Private,http://www.millsaps.edu/,47,Mississippi,Master's degree,,171
Milwaukee School of Engineering,-87.907691,43.045364,Private,http://www.msoe.edu/,68,Wisconsin,Master's degree,,544
Minnesota State University-Mankato,-93.998494,44.147253,Public,https://www.mnsu.edu/,66,Minnesota,Doctor's degree,,2456
Minnesota State University-Moorhead,-96.763376,46.866482,Public,https://www.mnstate.edu/,89,Minnesota,Doctor's degree,,989
Minot State University,-101.300624,48.246877,Public,http://www.minotstateu.edu/,57,North Dakota,Master's degree,,397
Misericordia University,-75.971016,41.344765,Private,http://www.misericordia.edu/,65,Pennsylvania,Doctor's degree,,435
Mississippi College,-90.330452,32.334565,Private,http://www.mc.edu/,67,Mississippi,Doctor's degree,,598
Mississippi State University,-88.78834,33.455241,Public,http://www.msstate.edu/,65,Mississippi,Doctor's degree,,3156
Mississippi University for Women,-88.418601,33.493305,Public,http://www.muw.edu/,43,Mississippi,Doctor's degree,,184
Mississippi Valley State University,-90.341274,33.514142,Public,http://www.mvsu.edu/index.php,23,Mississippi,Master's degree,,493
Missouri Baptist University,-90.462606,38.642017,Private,https://www.mobap.edu/,61,Missouri,Doctor's degree,,265
Missouri Southern State University,-94.460893,37.095722,Public,http://www.mssu.edu/,97,Missouri,Master's degree,,808
Missouri State University-Springfield,-93.276821,37.197983,Public,http://www.missouristate.edu/,85,Missouri,Doctor's degree,,2751
Missouri University of Science and Technology,-91.7759,37.955853,Public,http://www.mst.edu/,82,Missouri,Doctor's degree,,1262
Missouri Valley College,-93.190236,39.108655,Private,http://www.moval.edu/,22,Missouri,Master's degree,,415
Missouri Western State University,-94.785643,39.7575,Public,https://www.missouriwestern.edu/,98,Missouri,Master's degree,,1803
Mitchell College,-72.095337,41.328075,Private,http://mitchell.edu/,58,Connecticut,Bachelor's degree,,178
Molloy College,-73.626278,40.68597,Private,http://www.molloy.edu/,73,New York,Doctor's degree,,501
Monmouth College,-90.637909,40.91459,Private,http://ou.monmouthcollege.edu/default.aspx,64,Illinois,Bachelor's degree,,392
Monmouth University,-74.006447,40.280066,Private,http://www.monmouth.edu/university.aspx,78,New Jersey,Doctor's degree,,906
Montana State University,-111.049918,45.666829,Public,http://www.montana.edu/,84,Montana,Doctor's degree,,2914
Montana State University-Billings,-108.523009,45.796896,Public,http://www.msubillings.edu/,99,Montana,Master's degree,,1615
Montana State University-Northern,-109.686457,48.541054,Public,http://www.msun.edu/future/,100,Montana,Master's degree,,200
Montana Tech of the University of Montana,-112.557,46.012164,Public,http://www.mtech.edu/,89,Montana,Master's degree,,262
Montclair State University,-74.199455,40.859233,Public,http://www.montclair.edu/,65,New Jersey,Doctor's degree,,3040
Montreat College,-82.297522,35.645844,Private,http://www.montreat.edu/,54,North Carolina,Master's degree,,109
Moravian College,-75.380979,40.630888,Private,http://www.moravian.edu/,80,Pennsylvania,Master's degree,,356
Morehead State University,-83.429742,38.188462,Public,http://www.moreheadstate.edu/,84,Kentucky,Doctor's degree,,1649
Morehouse College,-84.415156,33.74793,Private,http://www.morehouse.edu/,67,Georgia,Bachelor's degree,,488
Morgan State University,-76.584238,39.344235,Public,http://www.morgan.edu/,58,Maryland,Doctor's degree,,899
Morningside College,-96.360738,42.47324,Private,https://www.morningside.edu/,53,Iowa,Master's degree,,367
Morris College,-80.346346,33.938707,Private,http://www.morris.edu/,88,South Carolina,Bachelor's degree,,7
Morrisville State College,-75.604369,42.891392,Public,http://www.morrisville.edu/,59,New York,Bachelor's degree,,858
Mount Aloysius College,-78.601358,40.459948,Private,http://www.mtaloy.edu/,69,Pennsylvania,Master's degree,,379
Mount Holyoke College,-72.573625,42.257588,Private,https://www.mtholyoke.edu/,47,Massachusetts,Master's degree,,527
Mount Ida College,-71.194658,42.293205,Private,http://www.mountida.edu/,61,Massachusetts,Master's degree,,307
Mount Marty College,-97.409904,42.874475,Private,http://www.mtmc.edu/,72,South Dakota,Master's degree,,117
Mount Mary University,-88.030594,43.072303,Private,http://www.mtmary.edu/,54,Wisconsin,Doctor's degree,,115
Mount Mercy University,-91.650991,42.001931,Private,https://www.mtmercy.edu/,68,Iowa,Master's degree,,154
Mount Olive College,-78.071265,35.206314,Private,https://www.umo.edu/,50,North Carolina,Bachelor's degree,,333
Mount Saint Mary College,-74.012906,41.511212,Private,http://msmary.edu/,86,New York,Master's degree,,449
Mount St Mary's College,-118.480471,34.082112,Private,http://msmary.edu/,74,California,Doctor's degree,,559
Mount St Mary's University,-77.35222,39.680632,Private,http://msmary.edu/,67,Maryland,Master's degree,,429
Mount Vernon Nazarene University,-82.474667,40.373859,Private,http://www.mvnu.edu/,63,Ohio,Master's degree,,302
Muhlenberg College,-75.508954,40.597362,Private,http://www.muhlenberg.edu/,46,Pennsylvania,Bachelor's degree,,579
Murray State University,-88.323493,36.61241,Public,http://www.murraystate.edu/,82,Kentucky,Doctor's degree,,1626
Muskingum University,-81.737192,39.996635,Private,http://www.muskingum.edu/,76,Ohio,Master's degree,,405
Naropa University,-105.267073,40.014816,Private,https://www.naropa.edu/,80,Colorado,Master's degree,,38
National Louis University,-87.624805,41.879826,Private,http://www.nl.edu/,99,Illinois,Doctor's degree,,25
National University,-117.244243,32.909469,Private,http://www.nu.edu/,88,California,Doctor's degree,,9063
Nazareth College,-77.514417,43.102406,Private,https://www2.naz.edu/,68,New York,Doctor's degree,,423
Nebraska Wesleyan University,-96.648414,40.838789,Private,https://www.nebrwesleyan.edu/,77,Nebraska,Master's degree,,378
Neumann University,-75.437928,39.874944,Private,http://www.neumann.edu/,55,Pennsylvania,Doctor's degree,,503
Nevada State College,-114.938929,35.987249,Public,https://www.nsc.edu/,50,Nevada,Bachelor's degree,,322
New College of Florida,-82.55858,27.384925,Public,https://www.ncf.edu/,61,Florida,Bachelor's degree,,222
New England College,-71.822928,43.177005,Private,http://www.nec.edu/,90,New Hampshire,Doctor's degree,,388
New England Institute of Technology,-71.502892,41.661783,Private,http://www.neit.edu/,93,Rhode Island,Master's degree,,403
New Jersey City University,-74.08727,40.709937,Public,http://www.njcu.edu/,41,New Jersey,Doctor's degree,,649
New Jersey Institute of Technology,-74.177113,40.741997,Public,http://www.njit.edu/,65,New Jersey,Doctor's degree,,1029
New Mexico Highlands University,-105.222824,35.598982,Public,http://www.nmhu.edu/,100,New Mexico,Master's degree,,1466
New Mexico Institute of Mining and Technology,-106.907491,34.066035,Public,http://www.nmt.edu/,41,New Mexico,Doctor's degree,,318
New Mexico State University-Main Campus,-106.747841,32.282875,Public,https://www.nmsu.edu/,85,New Mexico,Doctor's degree,,1918
New York Institute of Technology,-73.608885,40.814402,Private,http://www.nyit.edu/,74,New York,Doctor's degree,,841
New York University,-73.997264,40.729452,Private,http://www.nyu.edu/,26,New York,Doctor's degree,,5207
Newberry College,-81.601966,34.286201,Private,https://www.newberry.edu/,59,South Carolina,Bachelor's degree,,238
Newbury College,-71.142082,42.331032,Private,https://www.newbury.edu/,60,Massachusetts,Bachelor's degree,,270
Newman University,-97.378803,37.672306,Private,http://newmanu.edu/,45,Kansas,Master's degree,,165
Niagara University,-79.046229,43.132713,Private,http://www.niagara.edu/,66,New York,Doctor's degree,,700
Nicholls State University,-90.802906,29.792689,Public,http://www.nicholls.edu/,87,Louisiana,Master's degree,,1243
Nichols College,-71.929644,42.042462,Private,https://www.nichols.edu/,80,Massachusetts,Master's degree,,414
Norfolk State University,-76.26393,36.848262,Public,https://www.nsu.edu/,65,Virginia,Doctor's degree,,829
North Carolina A & T State University,-79.770152,36.076737,Public,http://www.ncat.edu/,70,North Carolina,Doctor's degree,,1849
North Carolina Central University,-78.898602,35.974237,Public,http://www.nccu.edu/,50,North Carolina,Doctor's degree,,1407
North Carolina State University at Raleigh,-78.674517,35.785111,Public,https://www.ncsu.edu/,50,North Carolina,Doctor's degree,,4398
North Carolina Wesleyan College,-77.774231,36.017443,Private,http://www.ncwc.edu/,47,North Carolina,Bachelor's degree,,222
North Central College,-88.143649,41.775304,Private,https://northcentralcollege.edu/home,64,Illinois,Master's degree,,529
North Central University,-93.261429,44.969389,Private,https://www.northcentral.edu/,95,Minnesota,Bachelor's degree,,246
North Dakota State University-Main Campus,-96.805689,46.894523,Public,https://www.ndsu.edu/,84,North Dakota,Doctor's degree,,2553
North Greenville University,-82.37026,35.069758,Private,http://www.ngu.edu/,58,South Carolina,Doctor's degree,,505
North Park University,-87.709142,41.9751,Private,https://www.northpark.edu/,52,Illinois,Doctor's degree,,373
Northeastern Illinois University,-87.72013,41.980567,Public,http://www.neiu.edu/,60,Illinois,Master's degree,,808
Northeastern State University,-94.968528,35.920499,Public,https://www.nsuok.edu/,73,Oklahoma,Doctor's degree,,847
Northeastern University,-71.088782,42.339992,Private,http://www.northeastern.edu/,32,Massachusetts,Doctor's degree,,2891
Northern Arizona University,-111.657653,35.180095,Public,http://nau.edu/,91,Arizona,Doctor's degree,,4772
